Text,lables
I ordered the Teenie pack of Greenies that was supposed to come with 96 teenie sized chews. I ended up receiving a pack with 52 teenie sized chews and 8 large chews. I returned the product because I did not receive what I ordered. Amazon couldn't replace my order because they couldn't guarantee I would get the right product if ordered again.,Negative
These were not exactly what I expeted but I do like them.<br />They were hard to unwrap they stuck to the wrapper.,Neutral
"First off the krinkle cut chips are far inferior to the regular style kettle chips in my opinion.  Secondly, the flavor doesn't really capture the taste of buffalo wings or bleu cheese.  They taste kinda weird.  It's probably not the best type of flavor to put on a potato chip, even though I love wings.",Negative
"I love coffee and especially grinding my own beans. I use a fairly fancy Krups that makes excellent coffee. I have some favorites and few are flavored.  I do like the occasional hazelnut or vanilla flavors.  I was hoping to have a hint of the flavor, not an overwhelming one.  I was not disappointed.  The smell of vanilla was a lot stronger than the actual taste.<br /><br />The coffee was good, not great or otherwise outstanding, but good.  I'd call this an easy drinking coffee and I feel I could serve it without mentioning that it was vanilla flavored.  All in all, it's a good coffee with a *hint* of vanilla.",Neutral
This coffee contains too much flavor for my taste when used as the sole ingredient brewed.  I have taken to mixing it with Cameron's French Roast at a ratio of 5 scoops of French Roast plus 2 scoops of the Pecan flavored beans.  This produces a brew with a distinctive hint of pecan which I do enjoy.,Neutral
Cooking Pork Chops couldn't be easier with Shake 'n' Bake Original for Pork. Just coat Pork Chops with coating mix and bake for about 10 minutes. Great when you don't have a lot of time to prepare dinner. I gave this four stars because I like my Pork Chops a little spicy. Next time I will add a spice to give it that extra kick that I like. Otherwise this is great.,Positive
"I thought this would be an interesting drink, but it tasted too much like a Jolly Rancher candy. It's very sweet, and the 8.3 oz can contains 140 calories. Everything is natural in this beverage, and yet it somehow didn't taste natural to me. I think this is due to its sweetness. If you like a sweeter beverage, you might like this product much more than I did. I was thinking the flavor would have been more subtle, but this was pretty assertive for my tastes.",Negative
"The new canister idea went a little too far, as there is also some thing different with the taste. They dont even taste like onion any more, very bland. Not the same French's that we have grown to know and love over the years. This is a true shame. Hopefully, some one will realize that and do some thing about it. If it isn't broken, don't fix it! Bring back the old caniser with the real original flavor please, my taste buds beg of you!! Thanksgiving this year will not be the same......:(",Negative
"I was skeptical that something without corn syrup or artificial ingredients could taste as strong as The Switch Watermelon Strawberry drink did.  However, this product is very sweet.  My first gulp reminded me of those purple grape sodas I used to drink as a kid.  Since I like fruity candy, I liked this drink.  But, I'm not so sure it's worth the calories.  It's basically fruit juice and carbonated water, but calorie-wise, it's like drinking a Coke.",Neutral
"Lowrey's has changed it's microwave pork rinds. I used to love them. The last order I received was put up in a generic paper container with really flimsy cellophane wrapping. There is no writing on the paper sack whatsoever. The taste is sub par as is the amount of rinds. As I said, I used to love the product. I will buy no more Lowrey's microwave pork rinds.",Negative
"This tea is a disappointment because its flavours are weak.  It takes about double the amount suggested to brew a proper pot.  The packaging is green, but that does not make up for the weak tea inside.  If you do not like a strong, traditional bergamot flavour, then try this one.  You might like it, but I did not.",Negative
"Bought a case of these bags.  They rip when going into the trash can.  Many tore just getting them off the roll.  If you create a small amount of trash and the bag is in the can for more than a few days, they deteriorate.  Rip when pulling from the trash can.  Had to double bag most upon removal or put on a plastic bag.  Throughly disappointed in the whole experience.  Think they are a waste of money.",Negative
"this stuff has been around since 1846; i thing they're doing something right.  shipping is a little steep, but for business purchases that can't swipe a card at the grocery store this is great.",Positive
"Best Almonds ever esp if you are trying to control salt.<br />As an added bonus, Cocoa is an antioxidant. Enjoy. I eat 2 boxes of these a week.",Positive
"I know that taste is very subjective, but I'm a big tea drinker, and also love the lemonade/iced tea combination.  This product tastes terrible to me.  It's acidic without the tartness that I enjoy in lemonade, and the tea just tastes ""off"" to me.  I won't buy it again.",Negative
tastes great  but i found the same product at walmart for 1/2 the price.  really!!  UPDATE  I double checked on the price at walmart and for the same product same amount it costs $6.43 compared to $11 95 here.,Negative
"Not only did this brand start out in glass bottle and now they come in plastic, but the water tastes and smells like plastic and i found tiny plastic particles i my water, in 6 different bottles I tried. do not order!",Negative
"I didn't mind paying the $20+ a bag because my dog loved them. These are so expensive that I didn't look on the bag to see where they were made until ANOTHER recent recall on Chinese dog treats/food that was killing dogs....when I looked at the Happy Hips bag, I was pretty ticked off to see that these are made in China.<br /><br />I used to joke that my dog was addicted to these, but now I am actually a little concerned that there may be some addictive substance in these Chinese ""treats""",Negative
Why ruin great Irish oatmeal with additives that could be derived from GMO sources. It popped up in my recommended items and I ordered it without checking ingredients. Big mistake. I can't risk eating it since I can't eat anything from GMO corn or soy.There are other good organic oatmeals out there that don't add questionable ingredients.,Negative
"My 22-year old son introduced us to this tea, which is quite refreshing. This powdered version has several virtues over the prepared version. It is much less expensive. It keeps much longer. My son says the taste is equal to or better than the prepared version (he makes it a bit stronger), and I like being able to make it a little weaker and less sweet. It mixes very easily with no powder remaining.",Positive
"Best taste pasta. Cooks very well, slightly less time than typical mass produced pasta. Nice color and mouthfeel. Just excellent.",Positive
Tried this in a turkey burger and it was sooo good. I definitely recommend faery free. Salt can be added or better yet add a sprinkle of Goya Adobo.,Positive
"I've had lime and chili flavored things before and loved their flavor and I LOVE almonds, and all the bold flavors I've tried from Blue Diamond, save for this flavor... Something about it just tasted off. Really limey, not notably spicy. Didn't really suit my tastes. I like the convenience of the packaging but I'll probably only eat this when I run out of other snacks... Won't buy this again.",Neutral
"They weren't nearly as pearlescent and metallic as they appeared in the picture. The flavors aren't bad, but they aren't anything to write home about, either.",Neutral
"It makes me sleepy enough in under an hour.....but I've been waking up with really bad headaches, & had a migraine for almost 2 weeks before finally realizing it was this product that caused it. I'm not sure which ingredient it is, but if you are prone to headaches/migraines I would stay away from this product.",Neutral
"Remember when Coke came out with their new formula. It was a disaster for them. The company finally relented and brought back the original formula after losing significant market share. This is the same situation. I have been using this drink for years (Cool Citrus and Tropical Fruit) and I have been very happy with it. I am even subscribed to these mixes through Amazon's subscription program. I am ending those subscriptions and I'm not getting this stuff anymore. I recently received 4.5 pounds of Cool Citrus through the subscription program and didn't know that they changed the formula until I went on my ride and took my first few sips -- YUK!!! An excellent description another reviewer used to describe this stuff. The graphics on the packaging has changed with a small caption ""Now with Stevia"". I mixed 2 scoops with 24 ounces of water just like I used to except now this stuff with Stevia tastes like a rotten grapefruit. Maybe I'm mixing it too strong, but this is the amount stated on the label. I don't know the reason the old formula was abandoned. Did it contain potentially banned substances or dangerous ingredients? I hope not, but I know I can't stand the new formula. I would give the old formula 5 stars, but this stuff isn't worthy.",Negative
"I have done my share of reading on this topic and like to think that I provide my pets with not only somewhat healthy, but also palatable food. There are pros and cons to be said about all the brands. With this in mind I feed my dog and cat the Wellness Core brand dry food, but tend to switch between the ""better"" quality canned ones (depending whats on sale). For the most part I've been happy with with the brands I've tried, i.e. Natural Balance,Solid Gold,  Wellness, Merrick, Innova, etc.<br /><br />Open a can of any of the afore mentioned brands, and they won't have that generic pet food smell, i.e. nonspecific and overprocessed. The food made by these companies actually looks like food, not processed mush.Hence the prices they charge.<br /><br />I thought that Science Diet fell into this same category...WRONG!!<br />Opened the first can and immediately got hit with the smell of ....goodness knows what. The food itself was a solid gelatinous mass that I had difficulty mixing..since i add only a small amount of wet food each night, one can lasts a few days. After a day or 2 in the refrigerator, the gelatin type substance only congealed more. This food very obviously contains a great deal of fillers, and yes my pets ate it..but this could be applied to anything not nailed down, so this was no shock.<br /><br />These reviews are highly subjective, and i hesitate to bad mouth something this strongly, but first and foremost I want others to know what theyre getting. The worst part is that the price is not that different from what I'd consider quality brands..",Negative
"I purchased these cinnamon sticks for the purpose of making chai.  Not sure the origin of this particular cinnamon as it arrived (as stated) in bulk packaging without botanical name. These are not the best quality.  In fact, the fragrance is very, very faint compared to the more expensive brands. I bought these sticks because of the price but as with all things, you get what you pay for.",Neutral
"I've tried many other canned coconut milks, organic and not, and this is by far the best. My shipment arrived double boxed with packing material in between the cans. No dents. Source was Thailand.",Positive
"This is a good tasting orange marmalade but does not really have the taste of blood oranges.  So if you are expecting an unique flavor like eating a blood orange, forget it.  For a standard orange marmalade, it is good however.  The company should sell it in larger jars rather than 3.5 ounce bottles, like those small ones a restaurant puts on your table.",Neutral
"*****<br />I have tried several of the different Gnu Foods Flavor & Fiber Bars and like this one the best. I have it for breakfast with my coffee with some natural peanut butter on top and I don't get hungry and feel energized all morning. I can taste chocolate and coffee flavors and it is quite gritty (which I like) because of all of the fiber--it has all different kinds of fiber in it, so it is a very different coarse texture that I find appealing. It also is not too sweet, but I like that too. I don't put sweetener in my beverages and in general like things barely sweet, so this bar is absolutely perfect. If you're looking for a candy-bar-tasting food bar, this bar tastes nothing like that--more like a healthy, delicious, wonderfully flavored pick-me-up. It also has no coating, and I like that and don't think it needs it.<br /><br />Highly recommended.<br />*****",Positive
I just purchased these beets and couldn't wait to get them home and try them.  They are the worst beets I have ever had.  I love pickled beets and have been eating them for years.  These tatse like a musty basement smells.  I'll stick with Greenwood Beets or Joycie's Beets both are delicious.,Negative
"As the title of my review suggests:  I thought this jerky was a little rubbery but had good flavor.  Overall, I would say it's okay.  Worth trying to see if you like it.  I thought the price was fair (I know beef jerky is generally very expensive).",Neutral
I mean wow. the removable table is awesome. Definitely meets the needs of this musician!,Positive
"I just ate a couple of handfuls of this for the first time and felt the urge to check online to see if there was a recall on this product because it tastes just plain wrong. Strange sour/bitter/chemical aftertaste and has a wierd lacquer finish on each nut. Oh, and the MSG??",Negative
"I've used plain hemp protein powders and really liked them, but this one makes me feel vaguely ill sometimes after I drink it.  Since I use the plain with no problems and frequently add flax that I grind myself, I assume it's the maca that doesn't agree with me.  I don't care for the taste much either.",Neutral
"The cost of Taibi oil is extremely expensive for olive oil, even buying from a small orchard in Sicily. In Sicily, a one litre can of top quality organic oil costs about $12.  This Taibi oil is a bottle half that size so worth about $6.  Can the cost of shipping really be over $40? I don't think so.<br /><br />Another firstclass oil from Sicily available on Amazon for only $20.79 is Mandranova Biancolilla Extra Virgin Olive Oil 17 oz.<br /><br />Olive oil is bottled and released for sale two to five months after pressing. For example, oil that was pressed in the fall of 2010 - as this oil is dated - came to market from February to May of 2011.<br /><br />The shelf life of most extra-virgin olive oils is anywhere from 1 year to 18 months from the bottling date, but it is always a good idea to do as the locals do and buy fresh oil when the new release comes to market.<br /><br />Unlike wine, olive oil does not improve with age, so you can assume a 4-6 month shelf life for opened bottles, and a full year in a sealed bottle from one release date to the next.<br /><br />If you purchase an olive oil that is stronger than you like, just set it aside for a few months and then taste it again. Olive oils gradually mellow over the course of the year.<br /><br />Because olive oil is susceptible to deterioration from air, you may be better off purchasing olive oil frequently, in smaller quantities, rather than purchasing one large container. Most top producers put their oil into dark glass bottles or clear bottles that are covered in a foil wrap. Clear glass bottles allow damaging light to affect the oil, bleaching the color and souring the flavor. Keep your oils away from heat sources, such as a radiator, the backsplash of your stove, or the sun.<br /><br />It is best to keep your olive oil at a slightly cool temperature that does not fluctuate ...but do not refrigerate it.<br /><br />See also the new book:  Extra Virginity: The Sublime and Scandalous World of Olive Oil by Tom Mueller.",Neutral
It fails to meet my expectations.  I bought it because of the great reviews it had and the supposedly good taste and smell.  But let me tell you that's not the case.  While it's smells is not bad.  Taste like regular white rice. I tried cooked Washed and Unwashed. It was very sticky.  I have had Jasmine rice before that tastes and has a way better aroma than this.  I will not be buying this again.,Negative
"I have been purchasing these dog chews for almost a year using subscribe and save. I have a 30 lb beagle and 75 lb Pyrenees-Brittany mix, and they both LOVE these chews. My big dog asks for one every morning. Sometimes the chews will not be cut in half (imagine a full foot long rawhide chew, instead of being cut in half down to a 6inch long chew), but that just means it keeps my dogs occupied for twice as long. I haven't seen any diarrhea or stomach issues as a result of these chews.<br /><br />You get what you see - a GIANT 5 lb bag of rawhide dog chews. I've shopped around at Petsmart, Petco, Pet Supplies Plus, and my local grocery stores, and if you have a dog that likes to chew, this is going to be the most cost-effective, get-your-money's-worth option. $22 gets me rawhide chews for TWO dogs for a MONTH. You just can't beat that.",Positive
"It's a great TV or Computer snack item, except for too much salt. I am sure sausage can be made with lower salt content and wish this were like that.",Neutral
"I thoroughly enjoyed buying this coffee. I am a Starbucks coffee lover, and I had never seen this line before so I was curious. It was definitely a plus that I received the items before the initial shipped date! It was delivered fairly quickly as well! I would definitely buy this favor of coffee again, and the price was a steal!!!",Positive
"PB2 is AMAZING!!!  Whoever thought you could eat peanut butter without all the fat and calories?  I don't know how they did it, but they managed to remove the bad stuff and still have a product that tastes just like the real thing!  I'm counting calories and PB2 is the *perfect* low-calorie snack that tastes like rich, creamy full fat/calorie peanut butter.",Positive
"I love these crackers and ordered them from Amazon as local Costco stopped carrying them. Unfortunately, Amazon's packaging is awful. All croccantini arrived broken in small pieces. A two-cent layer of bubble wrap would have prevented this. Cannot recommend buying croccantini from Amazon.",Negative
"I have been drinking Keemun Congou tea for more than 20 years. My first taste of Keemun was from Harrod's and the bright red color and the fabulous bouquet of Keemun made me a fan for life. In my opinion, the taste should be slightly astringent but sweet on your tongue. I love to open my jar of tea in the morning and inhale the slightly smoky, winey aroma of my tea much like coffee drinkers enjoy the smell of a newly opened can of coffee. Keemun really is the Bordeaux of tea.<br />Then the inevitable finally occurred the company I normally buy my Keemun tea from (Special Teas) went out of business, selling out to Teavana and Teavana has chosen not to carry the Keemun I prefer. Alas I found myself looking for a tea to replace the now unavailable Special Tea's Keemun, so I bought two pounds of the Davidson's Keemun because the price was right. Unfortunately this tea is nothing like the Keemun I love and look forward to every morning. The Davidson Keemun smells green and unfermented, almost like a green tea or perhaps slightly fermented like an oolong. The brew does not have that slight smokiness to it and is not sweet on my tongue.<br />I tried brewing it with more tea but that tasted like I had just used more green straw (someone equated it to being barny) and was not at all pleasing even to my husband who is less particular. In the end I am wondering what to do with the enormous amount of tea I have left and have to give this product a thumbs down.",Negative
"We live out of the country and if you can believe it... there are NO STARBUCKS anywhere near us.  When friends come to visit us, we ask them to bring us a supply of VIA Ready Brews.  It's almost as good as the freshly brewed.  It has a great aroma and big taste.  We love it!",Positive
"I have a German Shepherd puppy (14 weeks old) and bought the medium sized ones because I thought she would be forced to chew them and not swallow them whole.  I was wrong. She chews on them until the flavoring on the outside is gone and then swallows them whole---regurgitating it until she is able to swallow it.  So now that I know that, I take them off of her when I start to hear it and throw them out.  I probably shouldn't give it to her at all but Im hoping that eventually she will just chew them completely.  I don't want to waste the whole bag, which is pretty expensive. But technically my dogs loves getting these.....<br /><br />On the other hand, I have an adult yellow lab that loves the large ones.  She is used to chewing raw hide and pig's ears so she just chews it right up with no problem.",Neutral
For the price this product has NO truffle characteristics at all.  I could have been eating black pencil shavings with more flavor. Also the can was only a third full. I realize this purchase is by weight but the use.a smaller can to preserve any integrity of product.  Overall a disgustingly overpriced disappointing purchase especially with expectations for holiday meals when purchased.  Do not order. For all I know I received lack dyed leaf scraps.,Negative
"Pros:<br />No added sugar (1 g per 2 Tbsp serving)<br />No added salt (30 mg per serving)<br />Great taste<br />Organic<br />No stirring needed<br /><br />Cons:<br />Expensive, even for sunflower butter (we paid $6.20 per jar here at amazon, with free shipping)<br />Thin consistency (closer to a pourable topping than a 'butter')<br />A bit higher in calories than many nut/seed butters (220 cal per serving)<br /><br />This makes a nice optional butter for anyone with allergies (facility is peanut and tree nut free) or someone just looking for variety.  It is a bit messy to use because of how thin it is.  On the plus side, though, I'm sure I use less than a serving on my sandwich to avoid having it drip or squirt out, which keeps calories lower.  It remains thin when refrigerated, which the package recommends after opening to maintain freshness.<br /><br />We eat a reduced sodium and low sugar diet, and did find that we could tell that this was made without either.  It is definitely less sweet than a ""no added sugar"" peanut butter.  Since we usually make our sandwiches with either a banana or strawberries, we didn't mind the missing sweetness, but someone used to a more traditional butter product may.<br /><br />Amazon shipping on this product was fast and without any problems (USPS).",Positive
"Carnation has always been the American dry milk choice, but this price is way high! Check out Nido, which is dry whole milk: <a href=""http://www.amazon.com/gp/product/B001EQ5HUW"">Nestle Nido Milk Powder, Imported, 14-Ounce Cans (Pack of 3)</a> and also is a great (good fat) coffee creamer and makes awesome bread and mashed potatoes!",Negative
I thought I was buying plum tomatoes-I recieved plum tomatoes with basil. I can't return it and I am dissappointed with this seller.,Negative
"There's no pod here, just a pill kind of link an alka-seltzer, which slowly dissolves in water.  The flavor is light but has a chemical taste to it.  I'd recommend looking at Zippfizz instead of this product.",Negative
"I got this because everyone says it's great for your dog to play with when he's alone. My dog has several treat dispensing toys to keep him busy: <a href=""http://www.amazon.com/gp/product/B001B11L46"">Atomic Treat Ball Interactive Dog Toy, 3-Inch</a> , <a href=""http://www.amazon.com/gp/product/B003ARUKTG"">Ourpets DT-10504 Smarter Toys IQ Treat Ball , 5 Inches , Colors may vary</a>, and Kong Puppy Kong Toy Medium. He does really well with all of them, the atomic being his favorite and the Kong coming in a close second because he really has to work to get stuff out of there. The Tug a Jug just does not work at all for him, though. I put tiny treats in there and it is physically impossible for him to get the treats out. If you're lucky, the rope will catch on one of the treats and you might be able to wiggle one out that way, but that would still require him to be holding the jug and tugging the rope which hardly ever happens. If that doesn't work, you have to tip the jug to get anything out and, well, my dog can't do that since he doesn't have thumbs. I'm glad I got this on clearance at CVS otherwise I'd be a little peeved at paying so much for a toy that doesn't work.",Negative
"I usually get Maynard Wine Gummies but they had a special deal on Gustaf's so I gave them a try. Although they are okay they are not as good as Maynards, I still have plenty left and usually my Maynard Gummies are all gone by now. I won't make this mistake in the future!",Negative
"Two of my middle-aged cats have shown signs of stiffness in one of their hind legs. I decided to give them Cosequin, a highly recommended supplement for joint health in cats and dogs.<br /><br />One of my cats is a pig and will eat anything that's not nailed down, so I knew giving him the supplement would be a fairly easy process; however, the other cat is very picky and will only eat dry food (he's not even interested in cat treats), so I was concerned that giving him the Cosequin would be an impossible task.<br /><br />Enter Greenies Pill Pockets (chicken flavored). Skittles (the finicky cat) went nuts the second I introduced them. I stuck a capsule inside a Pill Pocket and he snarfed it down at top speed, then started looking for more. And it's been that way ever since. For the first time ever, my cats actually look forward to getting their medication every day! (In fact, the other two cats who aren't receiving medication try to sneak a Pill Pocket every now and then.)<br /><br />The only thing I would caution is that the pockets are fairly small. Cosequin capsules, for example, can be opened and sprinkled on food or into a pocket -- but it took about three pockets to hold one capsule's worth of powder. Thus, I've had to keep the capsule intact, pushing it through the pocket so that it sticks out on both ends. That said, my cats still inhale it like it's the best thing they've ever tasted.<br /><br />Highly recommended for all cat families. This product works miracles.",Positive
"Please be careful with seasoning containing MSG.  Our bodies don't process it well & it has very bad effects on the health of our brains, esp the more sensitive amongst us.  Also, a  lot of studies show its carcenogenic effects.",Negative
"Too grainy and not a distinct coconut flavor. I was expecting a coconut milk consistency for frozen deserts, coffee and soups. Too much oil in this product to use in coffee and too grainy for soups and deserts.  It may be good for baking, but I haven't tried that as yet. I do like the fact that it is condensed and you add water to it, good packaging.",Negative
"I normally like Kona Blend coffee, but was disappointed with this product. It is stronger than other brands of Kona Blend coffee I have tasted in the past. I'll stick with the Senseo Medium Roast coffee pods in the future.",Neutral
"Into the second bite, one of my teeth broke off.  That was enough to turn me off.  Careful how you chew!",Negative
"Looks to be a great bargain but I haven't used it yet, so hold your flames.<br /><br />Haven't read all 51 reviews and someone may have mentioned it; but if not, it would have been an honest move to have this consumable described on Amazon as being a Product of Mexico as the packages that I received state.  The package isn't emblazoned with a Made in Mexico tag so they're careful not to advertise the fact, and the single Amazon photo pictured doesn't show the country of origin.  Minus two stars for failure to disclose.<br /><br />For the record, I love Mexican food, have traveled to Mexico and have Mexican friends; I'm not anti-Mexico.  I'm pro disclosure.",Neutral
"These are by far the best bars around. They are not too sweet, are crunchy and tasty and I will be coming back for more and more!",Positive
"Good flavor and not too rich--fewer fat calories than the standard fare. It's not loaded up with canola oil like Campbell's and Progresso, so you can add a little quality EVOO like California Olive Ranch, or even butter for a healthier brew if you prefer it that way like we do. I also add a little half and half, and saute some Hormel Bacon bits with red onion and garlic to add complexity to the flavor. I was impressed. I usually also add some Gorton's Wild Pacific Salmon (frozen, in most markets) to basically make it a healthy fish chowder.",Positive
"I bought the crunch version because it was on sale. Now I have a bunch of raisin bran that I don;t really like. Other reviews point out that there is more sugar in this than regular raisin bran and that you get tired of it quick. I agree with these assessments. I quickly grew tired of how sweet the cereal is, guess i was just expecting crunchier version of the regular stuff.",Neutral
Would give this a zero if I could.  I spent a lot of money for crackers and I believe some production error happened.  Every single bag was sealed incorrectly.  I should say - not sealed or half way sealed - all 4 boxes only had the hermetic sealing to about 80% - rest was open.  All 4 boxes were entirely inedible.  I was shipped 4 boxes of expensive stale crap.,Negative
"Well following in the footsteps of the successful MiO comes Vitamin Squeeze Energy Drink. From a practical standpoint Vitamin Squeeze has a lot going for it. All you need is some water, squirt in some Vitamin Squeeze and bada bing, you now have an energy drink. The drink additive boasts zero calories, zero carbs, and zero sugar. That alone is pretty impressive coming from something labeled as an energy drink. Then of course Vitamin Squeeze is loaded with a fair share of vitamins and I suppose that could be a big benefit for the right consumer.<br /><br />On the other hand I doubt very many people who are concerned with vitamins and healthy beverages will be attracted to the Fruit Punch flavor. I can still occasionally stomach ultra-sugary Kool-Aid or Hi-C and I think that the MiO Fruit Punch is actually on of the better flavors the brand offers. Vitamin Squeeze Fruit Punch, however, has all the overly sweet taste of these other products with the addition of a nasty tang, probably due to the Vitamin C. At least that is what I'm guessing the bad after taste comes from because I've had the same experience with other Vitamin C beverage enhancers. Either way, the flavor is pretty gross.<br /><br />The other thing about Vitamin Squeeze you need to take into account is the fact that it is far less versatile than MiO or even just bottled drinks. You have to carry around the large, 12-ounce container PLUS whatever you are flavoring with it. It's just not mobile really.<br /><br />***EDIT***<br />I added a third star because I my little brother drinks this stuff all the time and he actually enjoys it.",Neutral
"Cobblestone Kitchen's Irish Creme Hot Cocoa mix has got to be the most luxurious tasting cocoa on the market.  We originally bought this cocoa to use as a base for Frappuccinnos but quickly decided it was way to good to waste in a mix.  The flavor is rich and smooth.  We have made it a part of our winding down for bed time procedure - a couple of cups together and just relax.<br /><br />Cobblestone Kitchen refers to the cocoas as ""Delicious and Decadent""  and they are being extremely modest.",Positive
"Good value for the money. These are good. The hot cocoa is excellent however, don't get the coffee cuz its instant!",Positive
This product was delivered on time as promised. My dog loves them.  His teeth are beautiful.,Positive
I liked it. Good experience. Gave as a gift. Used one myself on Xmas morning with the family. Good product.,Positive
"I tried the Eat, Think, Smile crispy thins, and it was an interesting journey for my taste buds. I was expecting a primarily cocoa/chocolate taste from these thins, but the cocoa flavor was subtle and mixed with rice and sunflower seeds (cocoa is only the fifth ingredient behind brown rice flour, sunflower seed butter, cane syrup and rice flour).  I even tasted sesame seeds and yellow corn in these chips, and that is alot of different flavors for one snack crisp.  The product is all natural and relatively low in sugar (only 6 grams per serving).  I don't mind some combination of tastes (chocolate and peanut butter are great combinations) but cocoa, sesame, sunflower seeds, yellow corn and brown rice?  This product uses quality ingredients, but the wide variety of tastes mixed into one crispy thin was too odd for me. Then again, taste is subjective, so someone else may appreciate the wide variety of flavors in one crispy thin. Just know what you are getting yourself into before you buy.",Neutral
"An Amazon Vines review of the Newman's New Zealand Lamb and Barley Organic dog treats. The product arrived timely and well packaged. I received one 10oz. re-sealable pouch.  Newman's states that the product is organic, which Newman's say means the production systems seek to provide food and fiber products of the highest quality. The treats are rectangular dog biscuits, that are about 1 inch by 2 inches.  Each biscuit is scored in the middle so it is easy to break the biscuit into two pieces.<br /><br />The package listed the ingredients as: Organic barley, Organic lamb, Organic carrots, Organic apples, Organic palm oil, and Organic molasses.<br /><br />Newman's claims that the dog biscuits do not contain poultry by-products, chemical fertilizers, antibiotics, chemical additives or artificial preservatives, no wheat or corn, and no artificial flavors. The biscuits had a pleasant smell and looked like quality dog biscuits.  But of course, the real test was, would the dogs like them. Well, the dogs devoured each biscuit I gave them and I think they would have easily eaten the entire bag at one time if I let them!<br /><br />This seems like a good quality product, which my dogs greatly enjoyed so I give Newman's New Zealand Lamb and Barley organic dog treats a 5 star rating.",Positive
"I first tried these last year in Italy.  I was a little surprised by the liquid center when I first had them.  They also have a little grittyness to them, but they really are delicious if you like coffee.  I wish I could find them in the states.  Trader Joes has their own version, but I really like these better.",Positive
"This stuff is great. I use it in my whirley pop and it makes perfect popcorn. Flavor is pretty darn close to movie theater. Everyone in my family loves this stuff. I do like a bit more salt on my popcorn but this can be a bit too salty even for me. I cut the salt pack open before the rest and take out the salt. I would say I use about half to 3/4 what comes in the pack. Then I cut the rest of the pack open and dump it all in. This is about the right amount of salt for me. The only problem is the salt is butter flavored so you loose a bit of flavor doing this. I'd say make a batch like normal first and then adjust the salt to taste if needed. That's an easy fix. I save the salt and then I use it for future popcorn making without the kit.<br /><br />If I can find some smaller sample packs to try of other brands, I may look into that in the future when it's time to order more. But if I don't ever find anything else, this stuff is pretty good.",Positive
Tea described as Pure Ceylon Tea. They forgot to write that it flavored!!<br />The flavor is terrible. It kills the taste of the tea totally!! I am not even sure there is any of real Ceylon Tea.<br />Can't drink it -  was thrown out :(,Negative
"I eat wheat-free so this Heartland pasta is the best tasting I have found wheat-free, but this particular Fusilli falls apart when cooked. Otherwise, I'd give it 5 stars.",Negative
The product was expired by about 7 months. I didn't see it anywhere on the product information. I was not impressed.,Negative
"Great source of protein. Absolutely delicious flavor and especially, texture.  Love that, unlike other protein bars is is not hard as a rock or taffy-like.<br /><br />Great for anyone who is concerned about blood sugar levels avoiding spikes and sudden drops.  And no sacrificing flavor and real pleasure in eating.<br /><br />These are great.",Positive
"This product is advertised as a  ""Scalp & Hair Beauty Therapy"" and it is. I have a dry scalp and this has been helping. This product seems to not be advertised correctly though it does what it advertises.  Be aware that there are no instructions on its proper use. The oils needed to aid your skin is contained within a petroleum jelly base and this is what you apply. I apply a small dab directly too the scalp after you have dried your hair and I actually avoid getting on my hair as much as possible. If this was the 1950's the 'Greasers' would be using this too slick back their hair. I look at this as a treatment and not a product used all the time. If you get this in your hair it will be like you put petroleum jelly in it and you will have a hard time washing this out.  Note: Though I do not put this on my hair in very small quantities it would add a shine too your hair.",Neutral
"Cracker Jacks were horrible--stale, not crunchy and tasted awful even though the expiration date on the package had not expired",Negative
"We give Greenies (""Teenie"" size) to our 12-year old miniature poodle. Her doctor has always commented on how clean and healthy her teeth and gums are and has never had to put her under for a cleaning. Her breath is nicer, too, since we started giving her Greenies.<br /><br />We give her one every day or so and she will carry it around 'protecting' it for an hour or so before settling down and devouring it. We tried other brands but she will only accept the best. She is terrified of thunderstorms and will come out from under the bed only if we offer her her favorite treat: a Greenie.",Positive
"Please be aware that although dogs absolutely LOVE these treats, that they may have caused a recent unexplainable illness in our 9 month old Mastiff pup. He was getting 1 or 2 a day of these chicken jerky's for about a week and then suddenly became very lethargic, along with vomiting, diarrhea, and had no appetite ""except"" he would eat only these treats and drink water. Vet thinks he'll recover OK, but advised us to stop feeding them to our dogs. These are still ""Made in China"" and in 2007 reports had shown that dogs were getting sick from these and other brands, and there are still reported cases today. Just be careful and watch your pets closely if you are feeding them these. We will no longer feed these to any of our dogs, ever. Wish Dogswell would manufacturer these in the USA again.",Negative
